klepnutím;to tap;
veranda;porch;
nabobtnat;to swell;
horní;upper;
policajt;cop;
dědeček;grandfather;
cvičení;exercise;
knihovna;library;
svalu;muscle;
zmrazit;to freeze;
naštvaný;to upset;
stěžovat;to complain;
Evropy;Europe;
laskavost;favor;
kořen;root;
šelma;beast;
vzniknout;to arise;
výzvou;challenge;
sprcha;shower;
Řečtina;Greek;
v celém rozsahu;throughout;
sexuální;sexual;
řetězec;string;
restaurace;restaurant;
náboženství;religion;
tlaku;pressure;
zmizet;to vanish;
milost;grace;
uvízl;vast;
přiznat;to confess;
obětování;sacrifice;
příjezdu;arrival;
trhnout;to jerk;
lekce;lesson;
kyčle;hip;
chlapče;lad;
olej;oil;
vzor;pattern;
pravidelné;regular;
pušky;rifle;
štěstí;lucky;
prdel;ass;
nudný;dull;
vědomé;conscious;
nepořádek;mess;
prvek;element;
zasténat;to groan;
následkem;consequence;
rovnováhu;balance;
principu;principle;
náklonnost;affection;
proudu;current;
svíčka;candle;
hovno;shit;
utéct;to flee;
výška;height;
zásob;stock;
rytíř;knight;
hodiny;clock;
hrad;castle;
plot;fence;
vinen;guilty;
vyřešit;to resolve;
pokleknout;to kneel;
relaxovat;to relax;
chrámu;temple;
kromě;besides;
časopis;magazine;
oblíbené;favorite;
sedící;seated;
Duben;April;
tradici;tradition;
hořký;bitter;
ocenit;to appreciate;
vědy;science;
populární;popular;
babička;grandmother;
modelu;model;
se chvějí;to shiver;
denně;daily;
diskuse;discussion;
princ;prince;
kouzlo;charm;
odizolovat;to strip;
k závěru;to conclude;
jednotná;uniform;
popis;description;
strop;ceiling;
Bush;bush;
zájem;interested;
úzce;closely;
lpět;to cling;
lavice;bench;
sledovat;to pursue;
dobrý;brave;
uspokojení;satisfaction;
procházet;to crawl;
autobus;bus;
literární;literary;
krvavý;bloody;
porovnat;to compare;
cizí;foreign;
navrhnout;to propose;
pero;pen;
zeptat se;to inquire;
stížnost;grief;
podpory;aid;
přátelství;friendship;
k havárii;to crash;
dobrodružství;adventure;
krok;to stride;
kultury;culture;
paprsek;beam;
bezpečnosti;safety;
Březen;March;
brýle;glasses;
schopnost;ability;
vynikající;excellent;
firmy;firmly;
porozumění;understanding;
stonek;steel;
nerv;nerve;
anděl;angel;
obra;giant;
podezření;suspicion;
neznámé;unknown;
do překvapení;to startle;
rovná;equal;
stan;tent;
zářit;to gleam;
chytrý;smart;
generace;generation;
odolávat;to resist;
vzlykat;to sob;
za;per;
kdykoliv;whenever;
kouzlo;spell;
reakce;reaction;
vzdělávání;education;
důkaz;proof;
vzrušit;to excite;
blikat;to blink;
bič;to whip;
identifikovat;to identify;
mísa;bowl;
vystavit;to expose;
varování;warning;
hloubky;depth;
kapitolu;chapter;
uspořádání;arrangement;
k bolesti;to ache;
popíjet;to sip;
silně;heavily;
Italština;Italian;
obočí;eyebrow;
smát se;to chuckle;
paláce;palace;
vážně;seriously;
ustoupit;to retreat;
malování;painting;
význam;importance;
navíc;extra;
královna;queen;
tiše;silently;
zápěstí;wrist;
slam;to slam;
odpovědnosti;responsibility;
úplně;altogether;
ano;jaw;
špatně;badly;
cestujícího;passenger;
otevření;opening;
Červenec;July;
dovednost;skill;
mise;mission;
pronásledovat;to chase;
zvyk;custom;
tendenci;to tend;
metody;method;
kráva;cow;
dychtivý;eager;
válečník;warrior;
spojky;to clutch;
vnímat;to perceive;
jeskyně;cave;
úvěru;credit;
chvála;praise;
schopný;capable;
najmout;to hire;
verze;version;
souseda;neighbor;
zatajit;to conceal;
vyvrtat;to bore;
sympatie;sympathy;
drát;wire;
zvědavost;curiosity;
závazek;to oblige;
volání;belt;
relativní;relative;
pojem;notion;
zachytit;to capture;
přepnout;to switch;
poštou;mail;
gauč;couch;
chodba;corridor;
odejít;to depart;
okamžitě;instantly;
Španělština;Spanish;
ohrožení;threat;
Číňané;Chinese;
vysoce;highly;
nakonec;eventually;
zaměstnávat;to employ;
odkaz;link;
nepřítomnost;absence;
zoufalství;despair;
strukturu;structure;
osamělý;lonely;
vděčný;grateful;
odstoupit;to withdraw;
složku;map;
většinou;mostly;
ministra;minister;
polštář;pillow;
viditelné;visible;
plavidla;vessel;
paní;mistress;
připojit;to attach;
delikátní;delicate;
zmást;to confuse;
profesionální;professional;
teplo;warmth;
zlomený;broken;
do výfuku;to exhaust;
hloupé;silly;
detektiv;detective;
zármutek;sorrow;
sedlo;saddle;
poškození;damage;
divné;rare;
zradit;to betray;
kulhat;to slap;
uznat;to acknowledge;
šaty;gown;
pevná látka;solid;
extrémně;extremely;
fráze;phrase;
hřebík;nail;
k pronájmu;to rent;
udržovat;to maintain;
Srpen;August;
zapůsobit;to impress;
pracovníka;worker;
kulka;bullet;
kufr;trunk;
závěru;conclusion;
pistole;pistol;
chata;cottage;
brilantní;brilliant;
občana;citizen;
rychle;rapidly;
zapískat;to whistle;
nedávno;recently;
zoufalý;desperate;
lehce;lightly;
aspekt;aspect;
zmatek;confusion;
ošklivý;ugly;
inteligence;intelligence;
pohovka;sofa;
kůlny;to shed;
miláčku;darling;
tati;dad;
křivky;curve;
vánek;breeze;
stejně;equally;
pásku;tape;
podnik;to venture;
na škrábnutí;to scratch;
vůně;scent;
přilákat;to attract;
rozvoje;development;
zastavit;to halt;
připnout;to pin;
strčit;to shove;
lékařské;medical;
svahu;slope;
přirozeně;naturally;
mentální;mental;
obhajovat;to defend;
vydělávat;to earn;
modlit se;to bid;
fotoaparát;camera;
nečistoty;dirt;
spiknutí;plot;
korunu;crown;
úspěšné;successful;
ctnost;virtue;
povodně;flood;
Řím;Rome;
kabelku;purse;
poezie;poetry;
pop;to pop;
břicho;belly;
celkem;total;
pro potvrzení;to confirm;
rozhodnutí;judgment;
enormní;enormous;
rozdrtit;to crush;
koš;basket;
přístřeší;shelter;
k pat;to pat;
odpovědný;responsible;
vědomí;consciousness;
nedávno;recent;
rozdělit;to divide;
kriminální;criminal;
drahocenný;precious;
spravedlivě;fairly;
povzbuzovat;to encourage;
hranice;border;
oceán;ocean;
čepel;blade;
stehna;thigh;
reflexe;reflection;
pohřeb;funeral;
oddělení;department;
neobvyklé;unusual;
přesvědčit;to persuade;
vozidla;vehicle;
hrůza;dread;
pozadí;background;
televizi;television;
obvinit;to accuse;
zcela;totally;
prospěch;benefit;
stolování;dining;
sdružovat;to associate;
vykreslit;to render;
úředník;clerk;
povolení;permission;
právní;legal;
pobřeží;coast;
mocný;mighty;
úzkost;anxiety;
titul;title;
výběrového řízení;tender;
výzkumu;research;
dort;cake;
k záchraně;to rescue;
farmář;farmer;
násilí;violence;
pohled;glimpse;
návrh;suggestion;
dětství;childhood;
sát;to suck;
hloupost;foolish;
odměnu;reward;
hák;hook;
klienta;client;
hodný;worthy;
tajemné;mysterious;
